Date,Unnamed: 0,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total_Traded_Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,Day_Perc_Change,Trend,avg,upper,lower
2017-05-15,0,INFRATEL,EQ,374.7,375.8,375.8,368.65,372.0,371.05,371.08,761032,282403754.56,27740,357531,46.98,2017,5,0.0,Slight or No change,,,
2017-05-16,1,INFRATEL,EQ,371.05,371.15,380.85,370.05,375.75,376.55,377.05,1346372,507649562.6,42924,677288,50.3,2017,5,1.4822800161703231,Positive,,,
2017-05-17,2,INFRATEL,EQ,376.55,377.6,396.5,375.1,388.95,389.9,383.22,2268036,869156755.9200001,83975,1371275,60.46,2017,5,3.545345903598452,Among top gainers,,,
2017-05-18,3,INFRATEL,EQ,389.9,388.4,388.85,377.0,378.55,378.9,382.6,2014628,770796672.8000001,50270,1025637,50.91,2017,5,-2.821236214413958,Negative,,,
2017-05-19,4,INFRATEL,EQ,378.9,381.1,387.5,374.85,379.4,378.95,379.43,2031322,770744506.46,63099,1020560,50.24,2017,5,0.01319609395620258,Slight or No change,,,
2017-05-22,5,INFRATEL,EQ,378.95,383.7,389.3,376.15,388.2,387.95,385.56,2772691,1069038741.96,73071,1228540,44.31,2017,5,2.374983507058981,Positive,,,
2017-05-23,6,INFRATEL,EQ,387.95,385.0,390.0,378.4,379.9,379.85,382.84,3811223,1459088613.32,60957,2039492,53.51,2017,5,-2.0878979249903233,Negative,,,
2017-05-24,7,INFRATEL,EQ,379.85,379.85,382.0,367.2,368.45,369.0,372.49,3134390,1167528931.1,83856,1860115,59.35,2017,5,-2.856390680531795,Negative,,,
2017-05-25,8,INFRATEL,EQ,369.0,369.1,376.35,365.85,368.7,373.5,371.8,7287977,2709669848.6,89929,6053646,83.06,2017,5,1.2195121951219523,Positive,,,
2017-05-26,9,INFRATEL,EQ,373.5,370.0,377.2,366.3,369.5,369.95,371.45,1918463,712613081.35,43541,788763,41.11,2017,5,-0.9504685408299852,Slight negative,,,
2017-05-29,10,INFRATEL,EQ,369.95,370.0,381.4,367.7,377.1,379.35,376.57,3887542,1463931690.94,54997,2827505,72.73,2017,5,2.5408839032301733,Positive,,,
2017-05-30,11,INFRATEL,EQ,379.35,379.35,379.85,365.65,373.0,372.25,371.46,1273594,473089227.24,28694,420437,33.01,2017,5,-1.8716225121919168,Negative,,,
2017-05-31,12,INFRATEL,EQ,372.25,374.25,374.35,360.65,368.2,366.6,365.34,3613527,1320165954.1799998,132010,2260332,62.55,2017,5,-1.5177971793149725,Negative,,,
2017-06-01,13,INFRATEL,EQ,366.6,370.1,379.45,369.8,377.0,376.25,375.07,2505966,939912667.62,50681,1369539,54.65,2017,6,2.6322967812329345,Positive,376.432,389.971,362.894
2017-06-02,14,INFRATEL,EQ,376.25,376.45,382.9,371.0,373.3,374.65,376.87,1334349,502876107.63,37710,496717,37.23,2017,6,-0.4252491694352267,Slight or No change,376.689,389.921,363.458
2017-06-05,15,INFRATEL,EQ,374.65,381.3,384.9,375.6,380.55,382.45,381.61,3563721,1359951570.81,74109,1871029,52.5,2017,6,2.0819431469371485,Positive,377.111,390.694,363.527
2017-06-06,16,INFRATEL,EQ,382.45,383.0,388.9,379.8,384.7,383.15,384.02,2537956,974625863.12,53194,1811141,71.36,2017,6,0.1830304614982348,Slight or No change,376.629,388.645,364.612
2017-06-07,17,INFRATEL,EQ,383.15,385.75,388.6,379.7,380.4,383.2,383.79,1610112,617944884.48,45025,812548,50.47,2017,6,0.013049719431035278,Slight or No change,376.936,389.414,364.458
2017-06-08,18,INFRATEL,EQ,383.2,383.0,383.1,374.8,379.5,379.85,378.44,1107704,419199501.76,20214,342689,30.94,2017,6,-0.8742171189978998,Slight negative,377.0,389.532,364.468
2017-06-09,19,INFRATEL,EQ,379.85,379.85,384.75,377.1,383.0,382.65,381.29,1545424,589254716.96,34955,494657,32.01,2017,6,0.7371330788469077,Slight Positive,376.621,387.995,365.248
2017-06-12,20,INFRATEL,EQ,382.65,380.55,386.0,376.8,384.75,384.75,382.05,1660758,634492593.9,47895,728996,43.9,2017,6,0.5488043904351203,Slight Positive,376.971,389.052,364.89
2017-06-13,21,INFRATEL,EQ,384.75,385.0,389.85,379.55,381.55,384.2,384.56,1863956,716802919.36,38488,580484,31.14,2017,6,-0.14294996751137434,Slight or No change,378.057,389.779,366.335
2017-06-14,22,INFRATEL,EQ,384.2,382.7,387.4,381.45,386.9,386.1,384.75,1317476,506898891.0,39782,825288,62.64,2017,6,0.4945340968245837,Slight or No change,378.957,391.099,366.815
2017-06-15,23,INFRATEL,EQ,386.1,385.3,389.1,370.65,378.25,374.8,378.94,2369536,897911971.84,33682,1201629,50.71,2017,6,-2.9267029267029288,Negative,379.304,390.585,368.023
2017-06-16,24,INFRATEL,EQ,374.8,374.8,384.65,373.25,375.0,375.1,379.31,2699975,1024127517.25,53617,1350780,50.03,2017,6,0.08004268943437864,Slight or No change,379.0,390.502,367.498
2017-06-19,25,INFRATEL,EQ,375.1,376.0,383.9,373.5,375.05,376.55,380.64,2163886,823661567.04,50329,1353450,62.55,2017,6,0.3865635830445191,Slight or No change,379.307,390.249,368.365
2017-06-20,26,INFRATEL,EQ,376.55,377.15,381.5,375.7,377.75,377.1,378.48,1331396,503906758.08,27127,283356,21.28,2017,6,0.1460629398486235,Slight or No change,380.057,388.371,371.744
2017-06-21,27,INFRATEL,EQ,377.1,377.5,378.1,370.5,371.05,371.7,374.03,2388975,893548319.2499998,67053,1379532,57.75,2017,6,-1.4319809069212486,Negative,379.732,388.989,370.475
2017-06-22,28,INFRATEL,EQ,371.7,372.2,376.5,371.0,374.9,375.0,374.83,1120673,420061860.59,40145,595546,53.14,2017,6,0.8878127522195411,Slight Positive,379.757,388.957,370.558
2017-06-23,29,INFRATEL,EQ,375.0,377.35,378.55,371.05,372.5,372.15,375.39,2156583,809559692.37,61112,981685,45.52,2017,6,-0.7600000000000051,Slight negative,379.021,388.915,369.128
2017-06-27,30,INFRATEL,EQ,372.15,373.7,375.9,368.8,372.65,373.3,373.23,1850097,690511703.3100001,64523,1074997,58.1,2017,6,0.3090151820502651,Slight or No change,378.318,388.346,368.289
2017-06-28,31,INFRATEL,EQ,373.3,372.6,379.95,371.1,379.3,376.45,373.66,1768602,660855823.32,33839,1296489,73.31,2017,6,0.8438253415483432,Slight Positive,377.836,387.495,368.176
2017-06-29,32,INFRATEL,EQ,376.45,379.9,382.5,374.25,375.45,378.2,378.89,5450689,2065211555.21,101550,3142730,57.66,2017,6,0.464869172532878,Slight or No change,377.718,387.312,368.124
2017-06-30,33,INFRATEL,EQ,378.2,375.0,377.05,371.25,374.0,374.55,373.63,980667,366406611.21,19464,552996,56.39,2017,6,-0.9650978318350044,Slight negative,377.139,386.424,367.855
2017-07-03,34,INFRATEL,EQ,374.55,374.5,399.9,374.45,398.0,397.75,391.57,4181712,1637432967.84,65358,2066573,49.42,2017,7,6.1940995861700765,Among top gainers,378.068,392.045,364.09
2017-07-04,35,INFRATEL,EQ,397.75,399.8,405.9,396.6,402.0,401.55,402.02,2412278,969784001.56,42566,766981,31.79,2017,7,0.955373978629792,Slight Positive,379.307,397.931,360.683
2017-07-05,36,INFRATEL,EQ,401.55,397.75,405.75,397.75,403.5,403.05,402.57,1039605,418513784.85,22627,442453,42.56,2017,7,0.37355248412402897,Slight or No change,380.518,402.874,358.162
2017-07-06,37,INFRATEL,EQ,403.05,403.55,416.2,398.6,415.0,414.7,409.04,2220499,908272910.96,52165,956315,43.07,2017,7,2.8904602406649267,Positive,383.368,411.903,354.833
2017-07-07,38,INFRATEL,EQ,414.7,413.0,414.65,402.15,407.05,404.35,406.07,2673281,1085539215.67,47500,1433912,53.64,2017,7,-2.495780081986976,Negative,385.457,415.621,355.293
2017-07-10,39,INFRATEL,EQ,404.35,415.0,415.0,404.0,408.0,410.3,407.62,1255267,511671934.54,8681,1012975,80.7,2017,7,1.471497465067384,Positive,387.868,420.277,355.459
2017-07-11,40,INFRATEL,EQ,410.3,410.3,414.55,405.25,409.75,409.85,410.45,2575028,1056920242.6,77052,2036985,79.11,2017,7,-0.10967584694125954,Slight or No change,390.207,423.968,356.447
2017-07-12,41,INFRATEL,EQ,409.85,410.0,422.35,405.6,420.95,420.3,414.38,4389373,1818868383.74,65811,2715936,61.88,2017,7,2.5497133097474705,Positive,393.679,429.191,358.167
2017-07-13,42,INFRATEL,EQ,420.3,420.95,421.9,407.25,411.5,410.6,410.93,3111485,1278602531.05,60451,1962249,63.06,2017,7,-2.3078753271472685,Negative,396.221,431.064,361.379
2017-07-14,43,INFRATEL,EQ,410.6,413.7,418.45,408.65,418.0,417.8,415.26,1575033,654048203.58,35844,898920,57.07,2017,7,1.7535314174379035,Positive,399.482,433.145,365.819
2017-07-17,44,INFRATEL,EQ,417.8,417.8,420.3,415.7,418.05,418.65,418.14,1083121,452896214.94,20397,835248,77.11,2017,7,0.20344662517950415,Slight or No change,402.721,434.187,371.255
2017-07-18,45,INFRATEL,EQ,418.65,414.15,424.75,414.15,419.95,418.2,419.86,2192538,920559004.68,37056,1593504,72.68,2017,7,-0.1074883554281647,Slight or No change,405.704,434.219,377.188
2017-07-19,46,INFRATEL,EQ,418.2,417.9,422.9,412.0,412.95,415.15,416.13,1493859,621639545.67,32339,962825,64.45,2017,7,-0.7293161166905815,Slight negative,408.343,432.381,384.304
2017-07-20,47,INFRATEL,EQ,415.15,412.2,414.95,404.55,406.5,406.1,407.86,1825907,744714429.02,28971,1261352,69.08,2017,7,-2.1799349632662834,Negative,410.596,424.954,396.238
2017-07-21,48,INFRATEL,EQ,406.1,406.9,411.75,401.25,410.2,410.3,406.13,1371671,557076743.23,24812,488069,35.58,2017,7,1.0342280226545153,Positive,411.493,423.819,399.166
2017-07-24,49,INFRATEL,EQ,410.3,413.3,415.45,403.35,406.4,408.9,410.32,2056890,843983104.8,36930,966819,47.0,2017,7,-0.3412137460394926,Slight or No change,412.018,423.081,400.954
2017-07-25,50,INFRATEL,EQ,408.9,414.9,425.0,413.45,415.2,415.65,418.9,2965248,1242142387.2,61583,692348,23.35,2017,7,1.650770359501097,Positive,412.918,422.829,403.007
2017-07-26,51,INFRATEL,EQ,415.65,412.65,414.9,407.55,413.55,413.5,411.36,1488819,612440583.84,30140,973385,65.38,2017,7,-0.5172621195717486,Slight negative,412.832,422.697,402.967
2017-07-27,52,INFRATEL,EQ,413.5,417.0,417.0,409.0,411.05,411.05,411.87,2796607,1151838525.09,40461,1809638,64.71,2017,7,-0.5925030229745998,Slight negative,413.311,421.981,404.64
2017-07-28,53,INFRATEL,EQ,411.05,413.9,413.9,398.65,399.65,403.9,405.68,2250006,912782434.08,34033,1367697,60.79,2017,7,-1.7394477557474808,Negative,412.854,422.79,402.917
2017-07-31,54,INFRATEL,EQ,403.9,398.65,406.0,395.25,400.05,401.4,401.54,3107036,1247599235.44,45140,1769982,56.97,2017,7,-0.6189650903689059,Slight negative,412.25,423.858,400.642
2017-08-01,55,INFRATEL,EQ,401.4,401.4,407.05,398.75,400.55,403.7,402.8,1633983,658168352.4,21937,1026341,62.81,2017,8,0.5729945191828678,Slight Positive,411.064,422.521,399.608
2017-08-02,56,INFRATEL,EQ,403.7,402.0,407.0,395.3,396.45,397.85,402.06,2252956,905823489.36,30241,1317326,58.47,2017,8,-1.4490958632647932,Negative,410.154,423.62,396.687
2017-08-03,57,INFRATEL,EQ,397.85,399.0,407.5,396.0,399.9,403.95,402.67,3426255,1379650100.85,35139,1657571,48.38,2017,8,1.533241171295696,Positive,409.164,422.24,396.088
2017-08-04,58,INFRATEL,EQ,403.95,400.0,408.9,399.0,405.6,406.55,404.66,2078958,841271144.2800001,23090,1381155,66.43,2017,8,0.6436440153484435,Slight Positive,408.3,420.224,396.376
2017-08-07,59,INFRATEL,EQ,406.55,406.5,408.5,395.6,399.0,397.85,403.58,2453089,990017658.62,30730,1453533,59.25,2017,8,-2.139958184725121,Negative,406.846,418.531,395.162
